,N,CV,shape_parameter,scale_parameter,MeanTimeScale,VarTimeScale,MeanWeibull,VarWeibull,diff,diff_mean,diff_var
0,15,0.15,7.9069267978288975,3.187400176206835,3.0,0.20249999999999996,2.9999999956200476,0.20249999973273258,4.6472197756664e-09,4.379952400768161e-09,2.6726737489823904e-10
1,15,0.3,3.713772388646779,3.3235916198999464,3.0,0.8099999999999998,3.0000000170477947,0.810000000465801,1.7513595906848423e-08,1.704779473143958e-08,4.65801175408842e-10
2,15,0.5,2.101349192490191,3.3871903077185257,3.0,2.25,3.000000111174762,2.250000014832796,1.2600755772140815e-07,1.1117476184097086e-07,1.4832795880437288e-08
