,N,CV,shape_parameter,scale_parameter,MeanTimeScale,VarTimeScale,MeanWeibull,VarWeibull,diff,diff_mean,diff_var
0,25,0.15,7.9069642530020205,1.0624664736890244,1.0,0.0225,0.9999998397006844,0.02250004247817209,2.0277748769004234e-07,1.602993155991328e-07,4.247817209090954e-08
1,25,0.2,5.7974093330607035,1.0799752333118975,1.0,0.04000000000000001,1.0000000171487953,0.039999883726569034,1.3342222624640465e-07,1.714879527270341e-08,1.1627343097370124e-07
2,25,0.25,4.534931714786608,1.0937135686098343,1.0,0.0625,1.0000000235801072,0.06249991189984677,1.1168026042840395e-07,2.3580107200160683e-08,8.810015322824327e-08
