,N,CV,shape_parameter,scale_parameter,MeanTimeScale,VarTimeScale,MeanWeibull,VarWeibull,diff,diff_mean,diff_var
0,25,0.15,7.906924265775673,1.062466408811014,1.0,0.0225,0.9999999814708809,0.02250006446923442,8.299835354760865e-08,1.8529119127919103e-08,6.446923441968955e-08
1,25,0.125,9.602800803817717,1.0529751341187314,1.0,0.015625,1.0000000352864986,0.015624710984265943,3.2430223266891045e-07,3.5286498611952766e-08,2.890157340569577e-07
2,25,0.5,2.1013488127891664,1.1290632634554316,1.0,0.25,0.9999999170977636,0.25000001764938123,1.0055161764332965e-07,8.290223640905481e-08,1.764938123427484e-08
3,25,0.4166666666666667,2.576102923875701,1.1264146821300858,1.0,0.17361111111111113,0.9999999900988747,0.17361114723902193,4.602903605488429e-08,9.901125253009013e-09,3.6127910801875274e-08
